/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//paul_avgerinos-muse_of_the_round_sky-08-becalmed-146-175.mp3,Becalmed (EXCERPT),Paul Avgerinos,[0.00956647],113.39392852783203,563.2469821733334
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//paul_berget-the_siena_manuscript_on_steel_string_guitar-02-recercar_2_steel_string_guitar-30-59.mp3,Recercar 2 (steel string guitar) (EXCERPT),Paul Berget,[0.00106794],151.20095825195312,1518.850905659437
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//paul_avgerinos-muse_of_the_round_sky-09-the_night_sky-88-117.mp3,The Night Sky (EXCERPT),Paul Avgerinos,[0.00150422],112.72603607177734,645.8936223885988
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//rocket_city_riot-pop_killer-12-cut_me_out-146-175.mp3,Cut me out (EXCERPT),Rocket City Riot,[0.04462699],133.52854919433594,2078.9389801053903
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//tom_paul-i_was_king-11-the_best_in_me-59-88.mp3,The best in me (EXCERPT),Tom Paul,[0.04769258],129.71823120117188,1693.6895811792258
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//drevo-christian_themes_in_ukrainian_folk_songs-21-yesterday_night_from_the_sky_yard-59-88.mp3,Yesterday night from the sky yard (EXCERPT),Drevo,[0.00974578],104.42735290527344,1894.9669409390453
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//falik-dreams_from_the_machine-02-the_searching_light-88-117.mp3,The Searching Light (EXCERPT),Falik,[0.02171972],126.05054473876953,1823.6855013516374
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//glen_bledsoe-octopants-18-gold_spun-175-204.mp3,Gold Spun (EXCERPT),Glen Bledsoe,[0.0003524],80.68899536132812,1719.0295149053852
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//arthur_yoria-ill_be_here_awake-04-here_to_stay-233-262.mp3,Here to Stay (EXCERPT),Arthur Yoria,[0.05841182],149.76377868652344,1810.466159231622
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//telemann_trio_berlin-telemann_trio_berlin-06-concerto_in_ddur__andante_vivaldi-30-59.mp3,Concerto in D-Dur - Andante (Vivaldi) (EXCERPT),Telemann Trio Berlin,[0.00393877],163.23556518554688,1099.471568896142
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//philharmonia_baroque-cd2_scarlatti__cecilian_vespers-05-psalm_147_lauda_jerusalem-117-146.mp3,Psalm 147_ Lauda Jerusalem (EXCERPT),Philharmonia Baroque,[0.00143306],110.1314926147461,1272.7994624593573
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//etherine-gleam-03-if-30-59.mp3,If (EXCERPT),Etherine,[0.00208768],161.68505859375,1298.1050602319583
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//philharmonia_baroque_orchestra-handel__atalanta_cd1-10-recitativo_perche_sospesa_o_figlia-0-29.mp3,Recitativo_ Perche sospesa o figlia (EXCERPT),Philharmonia Baroque Orchestra,[0.00023268],125.5281982421875,1493.6483157475116
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//american_baroque-dances_and_suites_of_rameau_and_couperin-22-la_rossignol_vainquer_xiveme_ordre_couperin-88-117.mp3,La Rossignol vainquer XIVeme Ordre (Couperin) (EXCERPT),American Baroque,[0.00251321],120.12496185302734,1803.7363123341597
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//daniel_ben_pienaar-book_2_cd2_welltempered_clavier-19-prelude_and_fugue_no__22_in_bflat_minor_bwv_891_praeludium-59-88.mp3,Prelude And Fugue No. 22 In B-Flat Minor BWV 891_ Praeludium (EXCERPT),Daniel Ben Pienaar,[0.00089898],136.0463104248047,667.7656248053518
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//magnatune_compilation-rock-15-trancevision_enertia-30-59.mp3,TranceVision_ Enertia (EXCERPT),Magnatune Compilation,[0.02306928],140.0066680908203,1587.2824611014912
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//jacob_heringman-holburns_passion-23-galliard_cittern_with_a_bass-30-59.mp3,Galliard (Cittern with a bass) (EXCERPT),Jacob Heringman,[0.00128355],108.35911560058594,1444.7195819266751
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//stargarden-ambient_excursions-01-ghosts_of_ocean_gardens-175-204.mp3,Ghosts of Ocean Gardens (EXCERPT),Stargarden,[0.005299],118.59697723388672,1053.9077585240366
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//shira_kammen-the_almanac-05-the_leaves_be_green-146-175.mp3,The Leaves Be Green (EXCERPT),Shira Kammen,[0.01404739],96.33381652832031,1422.2295323458698
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//katherine_roberts_perl-j_s__bach_french_suites-26-suite_no_5_in_g_major_bwv_816_gigue-175-204.mp3,Suite No 5 in G major BWV 816_ Gigue (EXCERPT),Katherine Roberts Perl,[0.00463875],172.26564025878906,2110.768409054103
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//sand_craig_and_dornenburg-biber_violin_sonatas-07-biber_rosary_sonata_12_in_c_major_the_ascension-0-29.mp3,Biber_ Rosary Sonata 12 in C Major The Ascension (EXCERPT),Sand Craig and Dornenburg,[0.00430766],117.09254455566406,1759.0995727081333
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//ensemble_mirable-triemer_six_cello_sonatas-07-sonata_2_allegroadagio-30-59.mp3,Sonata 2 (Allegro-Adagio) (EXCERPT),Ensemble Mirable,[0.00177336],95.16376495361328,1314.3459662651203
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//dj_cary-downtempo_chill_2-07-son_of_ambriel_cargo_cult-117-146.mp3,Son of Ambriel (Cargo Cult) (EXCERPT),DJ Cary,[0.01492414],82.98223114013672,2012.636253783962
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//cargo_cult-alchemy-13-matt-204-233.mp3,Matt (EXCERPT),Cargo Cult,[0.01639434],141.65786743164062,756.3867209397929
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-23-claros_y_frescos_rios-175-204.mp3,Claros y frescos rios (EXCERPT),Jacob Heringman and Catherine King,[0.00049766],97.62364196777344,1086.1835548690094
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//strojovna_07-dirnix-05-kruhovy_objazd-117-146.mp3,Kruhovy objazd (EXCERPT),Strojovna 07,[0.06755493],144.82461547851562,2212.849198983469
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//curl-inner-01-sunday_bed-59-88.mp3,Sunday Bed (EXCERPT),Curl,[0.04987944],83.70950317382812,1897.9541688986333
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//mrdc-timecode-03-dna-59-88.mp3,DNA (EXCERPT),MRDC,[0.02271384],100.00595092773438,1827.0504248003688
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-09-galliard_holborne-30-59.mp3,Galliard (Holborne) (EXCERPT),New York Consort of Viols,[0.00270966],117.64663696289062,1666.976209310727
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//philharmonia_baroque_orchestra-handel__atalanta_cd1-26-aria_si_mel_raccordero-117-146.mp3,Aria_ Si_ mel raccordero (EXCERPT),Philharmonia Baroque Orchestra,[0.00045194],109.94514465332031,1493.3736281190438
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//dj_cary-eastern_grooves-08-arabesquehans_christian-262-291.mp3,Arabesque-Hans Christian (EXCERPT),DJ Cary,[0.01150438],101.40406799316406,1505.082188282486
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//norine_braun-miles_to_go-11-jenny-30-59.mp3,Jenny (EXCERPT),Norine Braun,[0.01836789],145.9198455810547,1727.6135032950058
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//hans_christian-phantoms-04-phantoms-0-29.mp3,Phantoms (EXCERPT),Hans Christian,[0.00256636],163.7002716064453,972.668892404669
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//american_bach_soloists-j_s__bach_solo_cantatas-01-bwv54__i_aria-146-175.mp3,BWV54 - I Aria (EXCERPT),American Bach Soloists,[0.0004112],128.8848114013672,1546.285332552664
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//cargo_cult-vibrant-06-vibrant-117-146.mp3,Vibrant (EXCERPT),Cargo Cult,[0.01766549],80.24629974365234,1862.4507929191632
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//vito_paternoster-cd1bach_cello_suites-13-suite_vi_in_re_magiore__prelude-30-59.mp3,Suite VI in Re magiore - prelude (EXCERPT),Vito Paternoster,[0.00365111],148.0735626220703,1198.0157556089844
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//shira_kammen-the_almanac-04-may_carol-59-88.mp3,May Carol (EXCERPT),Shira Kammen,[0.019718],80.60113525390625,1711.2695894011686
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-06-sonata_viii_in_c_minor_schenck-407-436.mp3,Sonata VIII in C minor (Schenck) (EXCERPT),Les Filles de Sainte Colombe,[0.0004626],132.26499938964844,1530.5594658228795
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//falik-the_ballad_of_el_efe-04-le_dolce_llama-146-175.mp3,Le Dolce Llama (EXCERPT),Falik,[0.0077678],119.98519134521484,2491.0390947142873
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//richard_savino-mertz__bardic_sounds-12-prayer-175-204.mp3,Prayer (EXCERPT),Richard Savino,[0.00033257],111.13570404052734,652.4517895182689
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//mandrake_root-the_seventh_mirror-01-kings_of_the_desert-88-117.mp3,Kings of the Desert (EXCERPT),Mandrake Root,[0.00757013],148.0703582763672,1712.299668007923
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//jeff_wahl-guinevere-15-her_beauty-30-59.mp3,Her beauty (EXCERPT),Jeff Wahl,[0.00641709],105.1390380859375,1256.1808609370523
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//ya_elah-each_of_us-02-yipatach_libi-88-117.mp3,Yipatach Libi (EXCERPT),Ya Elah,[0.00510767],118.0183334350586,1594.6303551630062
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//the_art_of_the_lute_player-the_art_of_the_lute_player-13-galliard_the_fairy_rownde__antony_holborne__jacob_heringman-30-59.mp3,Galliard_ The fairy rownde _ Antony Holborne - Jacob Heringman (EXCERPT),The Art of the Lute Player,[0.00303472],106.12059020996094,776.061222328803
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//the_napoleon_blown_aparts-thrill_hype-04-sonny-88-117.mp3,Sonny (EXCERPT),The Napoleon Blown Aparts,[0.05108436],112.40829467773438,2103.042819503444
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//the_wretch-cyst-03-tendril-146-175.mp3,Tendril (EXCERPT),The Wretch,[0.01646813],77.33428192138672,2346.8967616757814
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//paul_berget-j_s__bach_on_the_lute-05-bouree__bwv_996-30-59.mp3,Bouree  (BWV 996) (EXCERPT),Paul Berget,[0.00237235],122.84626770019531,1125.7729093219389
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//magnatune-red_hat_summit_compilation-14-human_response__the_loss-175-204.mp3,Human Response - The Loss (EXCERPT),Magnatune,[0.00619348],93.07566833496094,1807.1699076900077
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//janine_johnson-bach_goldberg_variations-15-variatio_14_a_2_clav-0-29.mp3,Variatio 14 a 2 Clav (EXCERPT),Janine Johnson,[0.00135602],91.05084991455078,2275.0316108778793
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//cargo_cult-alchemy-04-dirt-175-204.mp3,Dirt (EXCERPT),Cargo Cult,[0.0120385],119.91974639892578,2070.423663622887
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//pizzle-party_patrol-13-mobile_meth_lab-30-59.mp3,Mobile meth lab (EXCERPT),Pizzle,[0.02426],100.66880798339844,1857.09438416404
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//liquid_zen-elements_at_loop_10-03-slip_into_surreal-233-262.mp3,Slip Into Surreal (EXCERPT),Liquid Zen,[0.02662684],99.41874694824219,1564.8610834278027
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//various_artists-the_2007_magnatune_records_sampler-06-suerte_mijo_arthur_yoria-30-59.mp3,Suerte Mijo (Arthur Yoria) (EXCERPT),Various Artists,[0.02707719],115.14568328857422,1969.9566635107694
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//magnatune_compilation-new_age_and_jazz-09-bjorn_fogelberg_karooshi_porn-30-59.mp3,Bjorn Fogelberg_ Karooshi Porn (EXCERPT),Magnatune Compilation,[0.01038359],136.13885498046875,1350.4330534550845
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//lisa_debenedictis-tigers-01-tigers-59-88.mp3,Tigers (EXCERPT),Lisa DeBenedictis,[0.00978613],163.36659240722656,1398.5033884369589
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//monks_and_choirs_of_kiev_pechersk_lavra-chants_of_the_russian_orthodox_church-22-wonderful_news-0-29.mp3,Wonderful news (EXCERPT),Monks and Choirs of Kiev Pechersk Lavra,[0.00556047],111.48178100585938,1489.0472979706751
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//mrdc-plethora-04-fastcars-30-59.mp3,FastCars (EXCERPT),MRDC,[0.03748465],70.42089080810547,1883.1897088684862
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//the_bots-now_is_the_time-10-now_is_the_time-30-59.mp3,Now Is The Time (EXCERPT),The Bots,[0.0339423],120.10340118408203,1719.1668587196193
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//ivilion-sartinal-06-hshante-204-233.mp3,Hshante (EXCERPT),Ivilion,[0.01437681],87.5791244506836,1113.1372784124176
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//richard_savino-legrenzi__venice_before_vivaldi-09-sarabanda_seconda-59-88.mp3,Sarabanda Seconda (EXCERPT),Richard Savino,[0.00050804],94.99134826660156,1306.9294002964882
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//c_layne-the_sun_will_come_out_to_blind_you-09-fight_the_sea-117-146.mp3,Fight The Sea (EXCERPT),C Layne,[0.01608818],104.80530548095703,1818.4664364107482
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//hans_christian-surrender-04-shrouded-88-117.mp3,Shrouded (EXCERPT),Hans Christian,[0.01122452],123.73551177978516,1410.1776126468426
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//philharmonia_baroque_orchestra-handel__atalanta_cd1-04-arioso_care_selve-88-117.mp3,Arioso_ Care selve (EXCERPT),Philharmonia Baroque Orchestra,[0.00077762],82.10204315185547,1209.5183000510756
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//solace-balance-06-kimono_mojo-175-204.mp3,Kimono Mojo (EXCERPT),Solace,[0.01347912],99.84165954589844,1716.1109588529143
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//joram-moments_of_clarity-13-plenilune-262-291.mp3,plenilune (EXCERPT),Joram,[0.03394731],142.0150604248047,1709.2094321876596
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//lisa_debenedictis-mixter_one-11-cuckoo_liquid_ambient_cloud_mix_by_sharp-204-233.mp3,Cuckoo (Liquid Ambient Cloud Mix) by Sharp (EXCERPT),Lisa DeBenedictis,[0.04227179],103.75860595703125,590.4067214380925
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//tilopa-pictures_of_silence-01-ichi-175-204.mp3,Ichi (EXCERPT),Tilopa,[0.00605148],117.29341888427734,789.4522442166108
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//plunkett-14_days-10-out_at_sea-88-117.mp3,Out At Sea (EXCERPT),Plunkett,[0.01300281],103.92236328125,1847.37730930699
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//justin_bianco-finality-08-it_can_save_you-30-59.mp3,It Can Save You (EXCERPT),Justin Bianco,[0.00704656],119.96195983886719,1765.0053567201924
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//rhonda_lorence-winter_moon-06-steamy_river-233-262.mp3,Steamy River (EXCERPT),Rhonda Lorence,[0.00636657],112.31070709228516,1457.0118533006116
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//briddes_roune-lenten_is_come-16-brid_by_a_strem-59-88.mp3,Brid by a strem (EXCERPT),Briddes Roune,[0.03451183],172.26559448242188,649.9796008620582
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//dj_markitos-slower_emotions138_bpm_remixes-01-sunset_138_bpm_remix-204-233.mp3,Sunset (138 BPM Remix) (EXCERPT),DJ Markitos,[0.03875471],136.84735107421875,2289.418375418883
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//skitzo-heavy_shit-07-messiah_of_evil-59-88.mp3,Messiah of Evil (EXCERPT),Skitzo,[0.0313085],118.08238220214844,2262.6706675968258
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//ensemble_mirable-triemer_six_cello_sonatas-19-sonata_5_andante-59-88.mp3,Sonata 5 (Andante) (EXCERPT),Ensemble Mirable,[0.00079802],128.6285858154297,1392.0482291679643
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//kammen___swan-wild_wood-15-lullaby_set-88-117.mp3,Lullaby Set (EXCERPT),Kammen & Swan,[0.02077747],132.25042724609375,1142.5975265655948
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//briddes_roune-lenten_is_come-08-nou_goth_sonne_under_wod-30-59.mp3,Nou goth sonne under wod (EXCERPT),Briddes Roune,[0.01187597],150.92982482910156,1161.859996511903
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//electric_frankenstein-conquers_the_world-01-its_all_moving_faster-117-146.mp3,It\'s All Moving Faster (EXCERPT),Electric Frankenstein,[0.02791082],86.03289794921875,2051.7449048870726
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//john_fleagle-worlds_bliss__medieval_songs_of_love_and_death-13-george_collins-30-59.mp3,George Collins (EXCERPT),John Fleagle,[0.00382804],116.83235931396484,1164.6068727965817
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//shira_kammen-the_castle_of_the_holly_king-12-round_about_our_coal_fire-233-262.mp3,Round About Our Coal Fire (EXCERPT),Shira Kammen,[0.01147726],104.58722686767578,1425.2854322125745
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//john_williams-long_ride_home-14-rush_hour-88-117.mp3,Rush Hour (EXCERPT),John Williams,[0.02243382],130.01388549804688,1933.4918808316618
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//burning_babylon-stereo_mash_up-13-senhaja-88-117.mp3,Senhaja (EXCERPT),Burning Babylon,[0.00958963],85.92686462402344,1192.00696373625
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//magnatune-classical-27-orinda_gabriel_bataille_qui_veut_chasser_une_migraine-117-146.mp3,Orinda_ Gabriel Bataille Qui veut Chasser une Migraine (EXCERPT),Magnatune,[0.00235632],147.01287841796875,1373.266462571475
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//falik-dreams_from_the_machine-05-when_i_look_into_her_eyes-262-291.mp3,When I Look Into Her Eyes (EXCERPT),Falik,[0.02170053],122.09303283691406,2088.9307425909083
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//strojovna_07-mirnix-07-o3-175-204.mp3,O3 (EXCERPT),Strojovna 07,[0.06659261],129.91053771972656,2268.6794594695602
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//dj_markitos-evolution_of_the_mind-06-losing_control-88-117.mp3,Losing Control (EXCERPT),DJ Markitos,[0.01866237],161.49896240234375,2432.530629850635
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//dj_cary-downtempo_chill_2-01-calm_ammonite-30-59.mp3,Calm (Ammonite) (EXCERPT),DJ Cary,[0.0194914],79.82464599609375,1448.3591930038742
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//asteria-le_souvenir_de_vous_me_tue-08-dona_gentile_lute_guillaume_dufay-59-88.mp3,Dona Gentile (lute) (Guillaume Dufay) (EXCERPT),Asteria,[0.00064739],172.26559448242188,1124.365135226041
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//william_brooks-buffalo_treason-01-grace-30-59.mp3,Grace (EXCERPT),William Brooks,[0.02158644],115.54039764404297,1710.239510794414
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//swar_prabhat-designer_bliss-04-madhurashtakam-88-117.mp3,Madhurashtakam (EXCERPT),Swar Prabhat,[0.00201083],79.46360778808594,1256.592892379754
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//minstrel_spirit-enter_the_woods-10-at_the_castle_gate_reprise-0-29.mp3,At the castle gate (reprise) (EXCERPT),Minstrel Spirit,[0.01195276],153.66078186035156,1225.518854409328
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//edward_martin-art_of_the_lute_in_renaissance_france-30-amy_helas_phalese-88-117.mp3,Amy helas (Phalese) (EXCERPT),Edward Martin,[0.00269543],162.7012481689453,941.800870155594
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//three_holies_church_choristers-the_hymns_of_the_ancient_church-04-meet_it_is_tune_hymn_demetre-117-146.mp3,Meet it is (tune_ Hymn Demetre) (EXCERPT),Three Holies Church Choristers,[0.00641834],103.12374877929688,1430.6761769212562
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//sun_palace-into_heaven-04-in_somebodys_eyes-88-117.mp3,In Somebody\'s Eyes (EXCERPT),Sun Palace,[0.02631902],120.06273651123047,1736.128819777509
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//rocket_city_riot-pop_killer-06-do_you_want_me-59-88.mp3,Do you want me (EXCERPT),Rocket City Riot,[0.04342805],96.6514892578125,1957.1493528334559
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//stargarden-the_art_of_analog_diversion-08-be_careful-291-320.mp3,Be Careful (EXCERPT),Stargarden,[0.01978024],126.86697387695312,1578.149097454935
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//james_edwards-canarios-21-cabarios__sanz-88-117.mp3,Cabarios - Sanz (EXCERPT),James Edwards,[0.00467848],123.5931167602539,1279.907004845963
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//strojovna_07-dirnix-02-basetra_noje-30-59.mp3,Basetra Noje (EXCERPT),Strojovna 07,[0.04701847],125.08335876464844,1746.2235901237027
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//monks_and_choirs_of_kiev_pechersk_lavra-chants_of_the_russian_orthodox_church-06-the_easter_day_proclaiming-88-117.mp3,The Easter day proclaiming (EXCERPT),Monks and Choirs of Kiev Pechersk Lavra,[0.00133392],95.2041015625,1638.6147116714212
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//memories_of_tomorrow-waiting_for_dawn-10-waiting_for_dawn-378-407.mp3,Waiting for Dawn (EXCERPT),Memories of Tomorrow,[0.02285669],139.04922485351562,2113.0689179425212
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//jeff_wahl-guitarscapes-09-spanish_ballad-59-88.mp3,Spanish ballad (EXCERPT),Jeff Wahl,[0.00844463],111.01914978027344,642.769050614777
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//ambient_teknology-the_all_seeing_eye_project-01-cyclops-175-204.mp3,Cyclops (EXCERPT),Ambient Teknology,[0.00871797],140.06053161621094,1993.2707759769785
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//philharmonia_baroque-cd2_scarlatti__cecilian_vespers-07-hymn_jesu_corona__qui_pergis-30-59.mp3,Hymn_ Jesu corona - Qui pergis (EXCERPT),Philharmonia Baroque,[0.0014101],117.92255401611328,1378.0734960696623
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//yongen-moonrise-05-one-59-88.mp3,One (EXCERPT),Yongen,[0.01059552],116.9125747680664,1935.5863739987292
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-2147-2176.mp3,Umi no kami ni kansha (EXCERPT),DAC Crowell,[0.00391789],89.12045288085938,503.5710948886923
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//shira_kammen-music_of_waters-16-deep_schist-59-88.mp3,Deep Schist (EXCERPT),Shira Kammen,[0.01123526],139.07005310058594,627.2835355599018
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//paul_avgerinos-maya__the_great_katun-05-night_of_the_goddess_part_1-349-378.mp3,Night of The Goddess (part 1) (EXCERPT),Paul Avgerinos,[0.00389606],112.201904296875,2239.1162034557074
/content/drive/Shared drives/ECE160-Visell-2020/Media Files/similarity_dataFolderSubset//rebel_rebel-explode_into_space-08-our_time_is_now-30-59.mp3,Our Time Is Now (EXCERPT),Rebel Rebel,[0.00561709],136.6758270263672,1952.960366499321
